Episode: 0, step: 9, Pop: 7/5, Epsilon: 1.00, Mean Loss: 0.90, Median Loss: 0.90, Std Loss: 0.90, Mean Reward: -2.66, Median Reward: 0.00, Std Reward: -237.00
Episode: 302, step: 9, Pop: 7/5, Epsilon: 0.32, Mean Loss: 1.08, Median Loss: 1.08, Std Loss: 1.08, Mean Reward: 0.04, Median Reward: 0.00, Std Reward: 3.30
Episode: 303, step: 9, Pop: 6/5, Epsilon: 0.32, Mean Loss: 0.93, Median Loss: 0.93, Std Loss: 0.93, Mean Reward: 0.17, Median Reward: 0.00, Std Reward: 14.40
Episode: 304, step: 9, Pop: 6/5, Epsilon: 0.32, Mean Loss: 0.77, Median Loss: 0.77, Std Loss: 0.77, Mean Reward: 1.98, Median Reward: 2.00, Std Reward: 148.70
Episode: 305, step: 9, Pop: 7/5, Epsilon: 0.32, Mean Loss: 1.06, Median Loss: 1.06, Std Loss: 1.06, Mean Reward: 0.40, Median Reward: 2.00, Std Reward: 31.50
Episode: 306, step: 9, Pop: 6/5, Epsilon: 0.32, Mean Loss: 0.75, Median Loss: 0.75, Std Loss: 0.75, Mean Reward: -0.98, Median Reward: 0.00, Std Reward: -70.80
Episode: 307, step: 9, Pop: 8/5, Epsilon: 0.31, Mean Loss: 0.50, Median Loss: 0.50, Std Loss: 0.50, Mean Reward: 2.66, Median Reward: 2.00, Std Reward: 244.90
Episode: 308, step: 9, Pop: 6/5, Epsilon: 0.31, Mean Loss: 0.77, Median Loss: 0.77, Std Loss: 0.77, Mean Reward: -0.71, Median Reward: 0.00, Std Reward: -57.30
Episode: 309, step: 9, Pop: 9/5, Epsilon: 0.31, Mean Loss: 0.80, Median Loss: 0.80, Std Loss: 0.80, Mean Reward: 2.21, Median Reward: 2.00, Std Reward: 203.40
Episode: 310, step: 9, Pop: 3/5, Epsilon: 0.31, Mean Loss: 1.16, Median Loss: 1.16, Std Loss: 1.16, Mean Reward: -0.82, Median Reward: 0.00, Std Reward: -45.00
Episode: 311, step: 9, Pop: 10/5, Epsilon: 0.31, Mean Loss: 1.01, Median Loss: 1.01, Std Loss: 1.01, Mean Reward: 1.66, Median Reward: 2.00, Std Reward: 165.50
Episode: 312, step: 9, Pop: 6/5, Epsilon: 0.31, Mean Loss: 1.05, Median Loss: 1.05, Std Loss: 1.05, Mean Reward: -0.55, Median Reward: 0.00, Std Reward: -45.50
Episode: 313, step: 9, Pop: 6/5, Epsilon: 0.31, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: -2.46, Median Reward: -5.50, Std Reward: -187.00
Episode: 314, step: 9, Pop: 7/5, Epsilon: 0.31, Mean Loss: 0.85, Median Loss: 0.85, Std Loss: 0.85, Mean Reward: -0.38, Median Reward: 2.00, Std Reward: -33.00
Episode: 315, step: 9, Pop: 7/5, Epsilon: 0.31, Mean Loss: 0.68, Median Loss: 0.68, Std Loss: 0.68, Mean Reward: 1.53, Median Reward: 2.00, Std Reward: 115.90
Episode: 316, step: 9, Pop: 5/5, Epsilon: 0.30, Mean Loss: 1.02, Median Loss: 1.02, Std Loss: 1.02, Mean Reward: 1.75, Median Reward: 2.00, Std Reward: 120.70
Episode: 317, step: 9, Pop: 5/5, Epsilon: 0.30, Mean Loss: 0.75, Median Loss: 0.75, Std Loss: 0.75, Mean Reward: -0.33, Median Reward: 0.00, Std Reward: -20.00
Episode: 318, step: 9, Pop: 6/5, Epsilon: 0.30, Mean Loss: 0.88, Median Loss: 0.88, Std Loss: 0.88, Mean Reward: 3.70, Median Reward: 2.00, Std Reward: 307.40
Episode: 319, step: 9, Pop: 7/5, Epsilon: 0.30, Mean Loss: 0.56, Median Loss: 0.56, Std Loss: 0.56, Mean Reward: 0.70, Median Reward: 0.00, Std Reward: 57.90
Episode: 320, step: 9, Pop: 5/5, Epsilon: 0.30, Mean Loss: 0.72, Median Loss: 0.72, Std Loss: 0.72, Mean Reward: 1.17, Median Reward: 2.00, Std Reward: 100.90
Episode: 321, step: 9, Pop: 8/5, Epsilon: 0.30, Mean Loss: 0.98, Median Loss: 0.98, Std Loss: 0.98, Mean Reward: -0.75, Median Reward: 0.00, Std Reward: -65.10
Episode: 322, step: 9, Pop: 7/5, Epsilon: 0.30, Mean Loss: 0.84, Median Loss: 0.84, Std Loss: 0.84, Mean Reward: 1.18, Median Reward: 0.00, Std Reward: 95.20
Episode: 323, step: 9, Pop: 5/5, Epsilon: 0.30, Mean Loss: 1.63, Median Loss: 1.63, Std Loss: 1.63, Mean Reward: -0.61, Median Reward: 2.00, Std Reward: -40.90
Episode: 324, step: 9, Pop: 9/5, Epsilon: 0.30, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: 1.66, Median Reward: 2.00, Std Reward: 154.00
Episode: 325, step: 9, Pop: 6/5, Epsilon: 0.29, Mean Loss: 1.12, Median Loss: 1.12, Std Loss: 1.12, Mean Reward: -1.89, Median Reward: 0.00, Std Reward: -149.40
Episode: 326, step: 9, Pop: 5/5, Epsilon: 0.29, Mean Loss: 1.06, Median Loss: 1.06, Std Loss: 1.06, Mean Reward: 0.51, Median Reward: 2.00, Std Reward: 35.10
Episode: 327, step: 9, Pop: 8/5, Epsilon: 0.29, Mean Loss: 0.91, Median Loss: 0.91, Std Loss: 0.91, Mean Reward: 3.43, Median Reward: 2.00, Std Reward: 302.00
Episode: 328, step: 9, Pop: 6/5, Epsilon: 0.29, Mean Loss: 1.25, Median Loss: 1.25, Std Loss: 1.25, Mean Reward: 1.45, Median Reward: 2.00, Std Reward: 101.70
Episode: 329, step: 9, Pop: 7/5, Epsilon: 0.29, Mean Loss: 0.69, Median Loss: 0.69, Std Loss: 0.69, Mean Reward: -0.49, Median Reward: 0.00, Std Reward: -40.00
Episode: 330, step: 9, Pop: 7/5, Epsilon: 0.29, Mean Loss: 0.93, Median Loss: 0.93, Std Loss: 0.93, Mean Reward: 1.82, Median Reward: 2.00, Std Reward: 149.20
Episode: 331, step: 9, Pop: 6/5, Epsilon: 0.29, Mean Loss: 0.74, Median Loss: 0.74, Std Loss: 0.74, Mean Reward: 0.29, Median Reward: 2.00, Std Reward: 19.40
Episode: 332, step: 9, Pop: 6/5, Epsilon: 0.29, Mean Loss: 0.61, Median Loss: 0.61, Std Loss: 0.61, Mean Reward: 0.51, Median Reward: 0.00, Std Reward: 44.10
Episode: 333, step: 9, Pop: 8/5, Epsilon: 0.29, Mean Loss: 0.87, Median Loss: 0.87, Std Loss: 0.87, Mean Reward: 0.49, Median Reward: 2.00, Std Reward: 46.20
Episode: 334, step: 9, Pop: 9/5, Epsilon: 0.28, Mean Loss: 0.72, Median Loss: 0.72, Std Loss: 0.72, Mean Reward: 0.60, Median Reward: 2.00, Std Reward: 57.90
Episode: 335, step: 9, Pop: 6/5, Epsilon: 0.28, Mean Loss: 0.46, Median Loss: 0.46, Std Loss: 0.46, Mean Reward: 1.47, Median Reward: 2.00, Std Reward: 131.10
Episode: 336, step: 9, Pop: 6/5, Epsilon: 0.28, Mean Loss: 0.65, Median Loss: 0.65, Std Loss: 0.65, Mean Reward: 1.42, Median Reward: 2.00, Std Reward: 102.30
Episode: 337, step: 9, Pop: 6/5, Epsilon: 0.28, Mean Loss: 1.05, Median Loss: 1.05, Std Loss: 1.05, Mean Reward: 1.80, Median Reward: 2.00, Std Reward: 148.00
Episode: 338, step: 9, Pop: 4/5, Epsilon: 0.28, Mean Loss: 0.80, Median Loss: 0.80, Std Loss: 0.80, Mean Reward: -1.07, Median Reward: 0.00, Std Reward: -76.00
Episode: 339, step: 9, Pop: 5/5, Epsilon: 0.28, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: 1.63, Median Reward: 2.00, Std Reward: 113.80
Episode: 340, step: 9, Pop: 9/5, Epsilon: 0.28, Mean Loss: 0.59, Median Loss: 0.59, Std Loss: 0.59, Mean Reward: 0.61, Median Reward: 2.00, Std Reward: 58.80
Episode: 341, step: 9, Pop: 6/5, Epsilon: 0.28, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: 0.33, Median Reward: 0.00, Std Reward: 25.20
Episode: 342, step: 9, Pop: 7/5, Epsilon: 0.28, Mean Loss: 0.90, Median Loss: 0.90, Std Loss: 0.90, Mean Reward: -1.35, Median Reward: 0.00, Std Reward: -108.00
Episode: 343, step: 9, Pop: 7/5, Epsilon: 0.28, Mean Loss: 0.72, Median Loss: 0.72, Std Loss: 0.72, Mean Reward: -0.21, Median Reward: 0.00, Std Reward: -16.00
Episode: 344, step: 9, Pop: 5/5, Epsilon: 0.27, Mean Loss: 0.70, Median Loss: 0.70, Std Loss: 0.70, Mean Reward: 1.37, Median Reward: 2.00, Std Reward: 117.40
Episode: 345, step: 9, Pop: 5/5, Epsilon: 0.27, Mean Loss: 1.01, Median Loss: 1.01, Std Loss: 1.01, Mean Reward: 0.80, Median Reward: 2.00, Std Reward: 55.00
Episode: 346, step: 9, Pop: 6/5, Epsilon: 0.27, Mean Loss: 0.42, Median Loss: 0.42, Std Loss: 0.42, Mean Reward: 0.79, Median Reward: 2.00, Std Reward: 63.10
Episode: 347, step: 9, Pop: 7/5, Epsilon: 0.27, Mean Loss: 0.59, Median Loss: 0.59, Std Loss: 0.59, Mean Reward: -0.32, Median Reward: 2.00, Std Reward: -25.00
Episode: 348, step: 9, Pop: 7/5, Epsilon: 0.27, Mean Loss: 0.52, Median Loss: 0.52, Std Loss: 0.52, Mean Reward: 1.69, Median Reward: 2.00, Std Reward: 157.50
Episode: 349, step: 9, Pop: 6/5, Epsilon: 0.27, Mean Loss: 0.76, Median Loss: 0.76, Std Loss: 0.76, Mean Reward: 0.20, Median Reward: 2.00, Std Reward: 17.00
Episode: 350, step: 9, Pop: 5/5, Epsilon: 0.27, Mean Loss: 0.50, Median Loss: 0.50, Std Loss: 0.50, Mean Reward: 1.26, Median Reward: 2.00, Std Reward: 90.60
Episode: 351, step: 9, Pop: 6/5, Epsilon: 0.27, Mean Loss: 0.76, Median Loss: 0.76, Std Loss: 0.76, Mean Reward: 0.80, Median Reward: 2.00, Std Reward: 62.50
Episode: 352, step: 9, Pop: 6/5, Epsilon: 0.27, Mean Loss: 0.55, Median Loss: 0.55, Std Loss: 0.55, Mean Reward: 2.24, Median Reward: 2.00, Std Reward: 185.80
Episode: 353, step: 9, Pop: 9/5, Epsilon: 0.27, Mean Loss: 0.79, Median Loss: 0.79, Std Loss: 0.79, Mean Reward: 1.72, Median Reward: 2.00, Std Reward: 169.90
Episode: 354, step: 9, Pop: 7/5, Epsilon: 0.26, Mean Loss: 0.70, Median Loss: 0.70, Std Loss: 0.70, Mean Reward: -0.70, Median Reward: 0.00, Std Reward: -61.70
Episode: 355, step: 9, Pop: 8/5, Epsilon: 0.26, Mean Loss: 1.18, Median Loss: 1.18, Std Loss: 1.18, Mean Reward: 2.62, Median Reward: 2.00, Std Reward: 222.40
Episode: 356, step: 9, Pop: 6/5, Epsilon: 0.26, Mean Loss: 0.46, Median Loss: 0.46, Std Loss: 0.46, Mean Reward: 0.95, Median Reward: 0.00, Std Reward: 67.80
Episode: 357, step: 9, Pop: 4/5, Epsilon: 0.26, Mean Loss: 1.34, Median Loss: 1.34, Std Loss: 1.34, Mean Reward: 1.39, Median Reward: 2.00, Std Reward: 86.40
Episode: 358, step: 9, Pop: 8/5, Epsilon: 0.26, Mean Loss: 0.54, Median Loss: 0.54, Std Loss: 0.54, Mean Reward: -0.57, Median Reward: 0.00, Std Reward: -52.30
Episode: 359, step: 9, Pop: 7/5, Epsilon: 0.26, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: 0.94, Median Reward: 2.00, Std Reward: 75.60
Episode: 360, step: 9, Pop: 8/5, Epsilon: 0.26, Mean Loss: 1.04, Median Loss: 1.04, Std Loss: 1.04, Mean Reward: 2.11, Median Reward: 2.00, Std Reward: 196.30
Episode: 361, step: 9, Pop: 5/5, Epsilon: 0.26, Mean Loss: 0.70, Median Loss: 0.70, Std Loss: 0.70, Mean Reward: -1.17, Median Reward: 0.00, Std Reward: -81.00
Episode: 362, step: 9, Pop: 6/5, Epsilon: 0.26, Mean Loss: 0.59, Median Loss: 0.59, Std Loss: 0.59, Mean Reward: 1.08, Median Reward: 2.00, Std Reward: 86.70
Episode: 363, step: 9, Pop: 5/5, Epsilon: 0.26, Mean Loss: 0.87, Median Loss: 0.87, Std Loss: 0.87, Mean Reward: -0.24, Median Reward: 0.00, Std Reward: -16.10
Episode: 364, step: 9, Pop: 6/5, Epsilon: 0.25, Mean Loss: 0.93, Median Loss: 0.93, Std Loss: 0.93, Mean Reward: 1.53, Median Reward: 2.00, Std Reward: 114.80
Episode: 365, step: 9, Pop: 7/5, Epsilon: 0.25, Mean Loss: 0.59, Median Loss: 0.59, Std Loss: 0.59, Mean Reward: 2.49, Median Reward: 2.00, Std Reward: 221.30
Episode: 366, step: 9, Pop: 8/5, Epsilon: 0.25, Mean Loss: 1.02, Median Loss: 1.02, Std Loss: 1.02, Mean Reward: 2.34, Median Reward: 2.00, Std Reward: 201.40
Episode: 367, step: 9, Pop: 7/5, Epsilon: 0.25, Mean Loss: 0.76, Median Loss: 0.76, Std Loss: 0.76, Mean Reward: -0.12, Median Reward: 2.00, Std Reward: -8.80
Episode: 368, step: 9, Pop: 6/5, Epsilon: 0.25, Mean Loss: 0.64, Median Loss: 0.64, Std Loss: 0.64, Mean Reward: 1.29, Median Reward: 2.00, Std Reward: 96.90
Episode: 369, step: 9, Pop: 7/5, Epsilon: 0.25, Mean Loss: 0.61, Median Loss: 0.61, Std Loss: 0.61, Mean Reward: 0.38, Median Reward: 2.00, Std Reward: 32.30
Episode: 370, step: 9, Pop: 6/5, Epsilon: 0.25, Mean Loss: 1.10, Median Loss: 1.10, Std Loss: 1.10, Mean Reward: 1.23, Median Reward: 2.00, Std Reward: 91.10
Episode: 371, step: 9, Pop: 5/5, Epsilon: 0.25, Mean Loss: 0.91, Median Loss: 0.91, Std Loss: 0.91, Mean Reward: 0.89, Median Reward: 2.00, Std Reward: 56.00
Episode: 372, step: 9, Pop: 9/5, Epsilon: 0.25, Mean Loss: 0.74, Median Loss: 0.74, Std Loss: 0.74, Mean Reward: 4.65, Median Reward: 4.00, Std Reward: 427.90
Episode: 373, step: 9, Pop: 3/5, Epsilon: 0.25, Mean Loss: 1.05, Median Loss: 1.05, Std Loss: 1.05, Mean Reward: -1.89, Median Reward: 0.00, Std Reward: -94.50
Episode: 374, step: 9, Pop: 6/5, Epsilon: 0.25, Mean Loss: 0.55, Median Loss: 0.55, Std Loss: 0.55, Mean Reward: 1.68, Median Reward: 2.00, Std Reward: 144.50
Episode: 375, step: 9, Pop: 6/5, Epsilon: 0.24, Mean Loss: 1.33, Median Loss: 1.33, Std Loss: 1.33, Mean Reward: 1.72, Median Reward: 2.00, Std Reward: 123.80
Episode: 376, step: 9, Pop: 5/5, Epsilon: 0.24, Mean Loss: 0.61, Median Loss: 0.61, Std Loss: 0.61, Mean Reward: 1.31, Median Reward: 2.00, Std Reward: 94.00
Episode: 377, step: 9, Pop: 6/5, Epsilon: 0.24, Mean Loss: 0.87, Median Loss: 0.87, Std Loss: 0.87, Mean Reward: 0.44, Median Reward: 2.00, Std Reward: 34.70
Episode: 378, step: 9, Pop: 4/5, Epsilon: 0.24, Mean Loss: 1.11, Median Loss: 1.11, Std Loss: 1.11, Mean Reward: -0.36, Median Reward: 0.00, Std Reward: -25.00
Episode: 379, step: 9, Pop: 8/5, Epsilon: 0.24, Mean Loss: 0.87, Median Loss: 0.87, Std Loss: 0.87, Mean Reward: 2.13, Median Reward: 2.00, Std Reward: 189.40
Episode: 380, step: 9, Pop: 5/5, Epsilon: 0.24, Mean Loss: 0.89, Median Loss: 0.89, Std Loss: 0.89, Mean Reward: 0.88, Median Reward: 2.00, Std Reward: 62.50
Episode: 381, step: 9, Pop: 8/5, Epsilon: 0.24, Mean Loss: 1.47, Median Loss: 1.47, Std Loss: 1.47, Mean Reward: -0.48, Median Reward: 0.00, Std Reward: -42.30
Episode: 382, step: 9, Pop: 6/5, Epsilon: 0.24, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: 0.45, Median Reward: 0.00, Std Reward: 35.40
Episode: 383, step: 9, Pop: 3/5, Epsilon: 0.24, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: -0.78, Median Reward: 0.00, Std Reward: -42.00
Episode: 384, step: 9, Pop: 5/5, Epsilon: 0.24, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: 1.90, Median Reward: 2.00, Std Reward: 136.80
Episode: 385, step: 9, Pop: 8/5, Epsilon: 0.24, Mean Loss: 0.65, Median Loss: 0.65, Std Loss: 0.65, Mean Reward: -0.52, Median Reward: 0.00, Std Reward: -47.50
Episode: 386, step: 9, Pop: 7/5, Epsilon: 0.24, Mean Loss: 0.99, Median Loss: 0.99, Std Loss: 0.99, Mean Reward: 0.39, Median Reward: 0.00, Std Reward: 31.90
Episode: 387, step: 9, Pop: 9/5, Epsilon: 0.23, Mean Loss: 0.80, Median Loss: 0.80, Std Loss: 0.80, Mean Reward: 1.68, Median Reward: 2.00, Std Reward: 168.00
Episode: 388, step: 9, Pop: 4/5, Epsilon: 0.23, Mean Loss: 0.52, Median Loss: 0.52, Std Loss: 0.52, Mean Reward: -0.01, Median Reward: 2.00, Std Reward: -0.50
Episode: 389, step: 9, Pop: 5/5, Epsilon: 0.23, Mean Loss: 0.50, Median Loss: 0.50, Std Loss: 0.50, Mean Reward: -1.84, Median Reward: 0.00, Std Reward: -132.80
Episode: 390, step: 9, Pop: 6/5, Epsilon: 0.23, Mean Loss: 0.58, Median Loss: 0.58, Std Loss: 0.58, Mean Reward: 0.11, Median Reward: 2.00, Std Reward: 8.20
Episode: 391, step: 9, Pop: 3/5, Epsilon: 0.23, Mean Loss: 0.80, Median Loss: 0.80, Std Loss: 0.80, Mean Reward: 0.27, Median Reward: 2.00, Std Reward: 18.50
Episode: 392, step: 9, Pop: 8/5, Epsilon: 0.23, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: 4.37, Median Reward: 4.00, Std Reward: 349.40
Episode: 393, step: 9, Pop: 8/5, Epsilon: 0.23, Mean Loss: 1.35, Median Loss: 1.35, Std Loss: 1.35, Mean Reward: 0.76, Median Reward: 2.00, Std Reward: 65.70
Episode: 394, step: 9, Pop: 6/5, Epsilon: 0.23, Mean Loss: 0.82, Median Loss: 0.82, Std Loss: 0.82, Mean Reward: -1.33, Median Reward: 0.00, Std Reward: -92.00
Episode: 395, step: 9, Pop: 5/5, Epsilon: 0.23, Mean Loss: 0.79, Median Loss: 0.79, Std Loss: 0.79, Mean Reward: 0.29, Median Reward: 2.00, Std Reward: 23.40
Episode: 396, step: 9, Pop: 5/5, Epsilon: 0.23, Mean Loss: 1.20, Median Loss: 1.20, Std Loss: 1.20, Mean Reward: -0.50, Median Reward: 0.00, Std Reward: -38.20
Episode: 397, step: 9, Pop: 5/5, Epsilon: 0.23, Mean Loss: 0.72, Median Loss: 0.72, Std Loss: 0.72, Mean Reward: 1.53, Median Reward: 4.00, Std Reward: 107.10
Episode: 398, step: 9, Pop: 7/5, Epsilon: 0.22, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: 1.14, Median Reward: 0.00, Std Reward: 97.10
Episode: 399, step: 9, Pop: 6/5, Epsilon: 0.22, Mean Loss: 0.88, Median Loss: 0.88, Std Loss: 0.88, Mean Reward: 1.07, Median Reward: 2.00, Std Reward: 77.00
Episode: 400, step: 9, Pop: 7/5, Epsilon: 0.22, Mean Loss: 0.76, Median Loss: 0.76, Std Loss: 0.76, Mean Reward: -0.62, Median Reward: 2.00, Std Reward: -48.10
Episode: 401, step: 9, Pop: 6/5, Epsilon: 0.22, Mean Loss: 1.05, Median Loss: 1.05, Std Loss: 1.05, Mean Reward: 1.13, Median Reward: 0.00, Std Reward: 87.10
Episode: 402, step: 9, Pop: 6/5, Epsilon: 0.22, Mean Loss: 0.84, Median Loss: 0.84, Std Loss: 0.84, Mean Reward: -0.05, Median Reward: 2.00, Std Reward: -5.10
Episode: 403, step: 9, Pop: 6/5, Epsilon: 0.22, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: 2.18, Median Reward: 2.00, Std Reward: 167.90
Episode: 404, step: 9, Pop: 8/5, Epsilon: 0.22, Mean Loss: 1.01, Median Loss: 1.01, Std Loss: 1.01, Mean Reward: 1.62, Median Reward: 2.00, Std Reward: 141.20
Episode: 405, step: 9, Pop: 6/5, Epsilon: 0.22, Mean Loss: 0.66, Median Loss: 0.66, Std Loss: 0.66, Mean Reward: -1.14, Median Reward: 0.00, Std Reward: -95.00
Episode: 406, step: 9, Pop: 5/5, Epsilon: 0.22, Mean Loss: 0.49, Median Loss: 0.49, Std Loss: 0.49, Mean Reward: 1.72, Median Reward: 2.00, Std Reward: 115.00
Episode: 407, step: 9, Pop: 5/5, Epsilon: 0.22, Mean Loss: 0.66, Median Loss: 0.66, Std Loss: 0.66, Mean Reward: 1.13, Median Reward: 2.00, Std Reward: 69.00
Episode: 408, step: 9, Pop: 7/5, Epsilon: 0.22, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: -0.54, Median Reward: 0.00, Std Reward: -47.10
Episode: 409, step: 9, Pop: 6/5, Epsilon: 0.22, Mean Loss: 0.74, Median Loss: 0.74, Std Loss: 0.74, Mean Reward: -1.80, Median Reward: 0.00, Std Reward: -119.00
Episode: 410, step: 9, Pop: 7/5, Epsilon: 0.22, Mean Loss: 1.06, Median Loss: 1.06, Std Loss: 1.06, Mean Reward: 1.68, Median Reward: 2.00, Std Reward: 135.90
Episode: 411, step: 9, Pop: 4/5, Epsilon: 0.21, Mean Loss: 0.76, Median Loss: 0.76, Std Loss: 0.76, Mean Reward: -0.60, Median Reward: 0.00, Std Reward: -37.00
Episode: 412, step: 9, Pop: 7/5, Epsilon: 0.21, Mean Loss: 1.35, Median Loss: 1.35, Std Loss: 1.35, Mean Reward: 0.08, Median Reward: 2.00, Std Reward: 6.60
Episode: 413, step: 9, Pop: 7/5, Epsilon: 0.21, Mean Loss: 1.34, Median Loss: 1.34, Std Loss: 1.34, Mean Reward: 2.21, Median Reward: 2.00, Std Reward: 169.80
Episode: 414, step: 9, Pop: 8/5, Epsilon: 0.21, Mean Loss: 1.10, Median Loss: 1.10, Std Loss: 1.10, Mean Reward: 1.61, Median Reward: 1.00, Std Reward: 132.40
Episode: 415, step: 9, Pop: 8/5, Epsilon: 0.21, Mean Loss: 0.81, Median Loss: 0.81, Std Loss: 0.81, Mean Reward: -1.02, Median Reward: 0.00, Std Reward: -94.90
Episode: 416, step: 9, Pop: 6/5, Epsilon: 0.21, Mean Loss: 1.03, Median Loss: 1.03, Std Loss: 1.03, Mean Reward: -0.39, Median Reward: 0.00, Std Reward: -31.20
Episode: 417, step: 9, Pop: 6/5, Epsilon: 0.21, Mean Loss: 1.38, Median Loss: 1.38, Std Loss: 1.38, Mean Reward: 0.86, Median Reward: 2.00, Std Reward: 62.00
Episode: 418, step: 9, Pop: 8/5, Epsilon: 0.21, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: 3.24, Median Reward: 2.00, Std Reward: 278.40
Episode: 419, step: 9, Pop: 7/5, Epsilon: 0.21, Mean Loss: 1.07, Median Loss: 1.07, Std Loss: 1.07, Mean Reward: 0.19, Median Reward: 2.00, Std Reward: 15.20
Episode: 420, step: 9, Pop: 6/5, Epsilon: 0.21, Mean Loss: 0.68, Median Loss: 0.68, Std Loss: 0.68, Mean Reward: 0.40, Median Reward: 1.00, Std Reward: 32.50
Episode: 421, step: 9, Pop: 4/5, Epsilon: 0.21, Mean Loss: 0.72, Median Loss: 0.72, Std Loss: 0.72, Mean Reward: 2.69, Median Reward: 2.00, Std Reward: 180.10
Episode: 422, step: 9, Pop: 6/5, Epsilon: 0.21, Mean Loss: 0.58, Median Loss: 0.58, Std Loss: 0.58, Mean Reward: 0.37, Median Reward: 2.00, Std Reward: 33.00
Episode: 423, step: 9, Pop: 8/5, Epsilon: 0.21, Mean Loss: 0.74, Median Loss: 0.74, Std Loss: 0.74, Mean Reward: 0.05, Median Reward: 2.00, Std Reward: 4.40
Episode: 424, step: 9, Pop: 5/5, Epsilon: 0.20, Mean Loss: 0.69, Median Loss: 0.69, Std Loss: 0.69, Mean Reward: 3.69, Median Reward: 3.00, Std Reward: 258.30
Episode: 425, step: 9, Pop: 7/5, Epsilon: 0.20, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: 1.36, Median Reward: 2.00, Std Reward: 112.60
Episode: 426, step: 9, Pop: 8/5, Epsilon: 0.20, Mean Loss: 0.53, Median Loss: 0.53, Std Loss: 0.53, Mean Reward: -0.17, Median Reward: 2.00, Std Reward: -14.70
Episode: 427, step: 9, Pop: 8/5, Epsilon: 0.20, Mean Loss: 1.05, Median Loss: 1.05, Std Loss: 1.05, Mean Reward: 3.13, Median Reward: 2.00, Std Reward: 269.00
Episode: 428, step: 9, Pop: 7/5, Epsilon: 0.20, Mean Loss: 1.18, Median Loss: 1.18, Std Loss: 1.18, Mean Reward: 0.12, Median Reward: 2.00, Std Reward: 9.00
Episode: 429, step: 9, Pop: 5/5, Epsilon: 0.20, Mean Loss: 0.55, Median Loss: 0.55, Std Loss: 0.55, Mean Reward: 0.68, Median Reward: 0.00, Std Reward: 58.80
Episode: 430, step: 9, Pop: 7/5, Epsilon: 0.20, Mean Loss: 0.83, Median Loss: 0.83, Std Loss: 0.83, Mean Reward: 1.14, Median Reward: 2.00, Std Reward: 93.60
Episode: 431, step: 9, Pop: 6/5, Epsilon: 0.20, Mean Loss: 1.31, Median Loss: 1.31, Std Loss: 1.31, Mean Reward: -0.84, Median Reward: 0.00, Std Reward: -65.90
Episode: 432, step: 9, Pop: 6/5, Epsilon: 0.20, Mean Loss: 1.22, Median Loss: 1.22, Std Loss: 1.22, Mean Reward: -0.00, Median Reward: 2.00, Std Reward: -0.10
Episode: 433, step: 9, Pop: 3/5, Epsilon: 0.20, Mean Loss: 0.84, Median Loss: 0.84, Std Loss: 0.84, Mean Reward: -0.41, Median Reward: 1.00, Std Reward: -22.00
Episode: 434, step: 9, Pop: 6/5, Epsilon: 0.20, Mean Loss: 0.81, Median Loss: 0.81, Std Loss: 0.81, Mean Reward: -1.92, Median Reward: 0.00, Std Reward: -148.00
Episode: 435, step: 9, Pop: 8/5, Epsilon: 0.20, Mean Loss: 0.44, Median Loss: 0.44, Std Loss: 0.44, Mean Reward: 0.59, Median Reward: 2.00, Std Reward: 55.30
Episode: 436, step: 9, Pop: 2/5, Epsilon: 0.20, Mean Loss: 0.83, Median Loss: 0.83, Std Loss: 0.83, Mean Reward: -1.62, Median Reward: 0.00, Std Reward: -89.00
Episode: 437, step: 9, Pop: 7/5, Epsilon: 0.20, Mean Loss: 0.81, Median Loss: 0.81, Std Loss: 0.81, Mean Reward: 1.66, Median Reward: 2.00, Std Reward: 146.00
Episode: 438, step: 9, Pop: 5/5, Epsilon: 0.19, Mean Loss: 0.80, Median Loss: 0.80, Std Loss: 0.80, Mean Reward: 0.57, Median Reward: 0.00, Std Reward: 37.40
Episode: 439, step: 9, Pop: 10/5, Epsilon: 0.19, Mean Loss: 0.78, Median Loss: 0.78, Std Loss: 0.78, Mean Reward: 0.90, Median Reward: 2.00, Std Reward: 90.20
Episode: 440, step: 9, Pop: 3/5, Epsilon: 0.19, Mean Loss: 0.61, Median Loss: 0.61, Std Loss: 0.61, Mean Reward: 0.14, Median Reward: 0.00, Std Reward: 8.50
