Episode: 0, step: 9, Pop: 7/5, Epsilon: 1.00, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: -1.93, Median Reward: 0.25, Std Reward: -96.50
Episode: 139, step: 9, Pop: 9/5, Epsilon: 0.55, Mean Loss: 0.66, Median Loss: 0.66, Std Loss: 0.66, Mean Reward: -1.36, Median Reward: 0.95, Std Reward: -68.00
Episode: 140, step: 9, Pop: 7/5, Epsilon: 0.55, Mean Loss: 0.74, Median Loss: 0.74, Std Loss: 0.74, Mean Reward: -0.03, Median Reward: 0.95, Std Reward: -1.50
Episode: 141, step: 9, Pop: 5/5, Epsilon: 0.54, Mean Loss: 0.40, Median Loss: 0.40, Std Loss: 0.40, Mean Reward: -0.81, Median Reward: 0.45, Std Reward: -40.50
Episode: 142, step: 9, Pop: 5/5, Epsilon: 0.54, Mean Loss: 0.53, Median Loss: 0.53, Std Loss: 0.53, Mean Reward: 0.35, Median Reward: 1.45, Std Reward: 17.50
Episode: 143, step: 9, Pop: 6/5, Epsilon: 0.54, Mean Loss: 0.72, Median Loss: 0.72, Std Loss: 0.72, Mean Reward: 1.50, Median Reward: 0.95, Std Reward: 75.00
Episode: 144, step: 9, Pop: 5/5, Epsilon: 0.54, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: 1.91, Median Reward: 0.95, Std Reward: 95.50
Episode: 145, step: 9, Pop: 9/5, Epsilon: 0.54, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: -2.10, Median Reward: 0.70, Std Reward: -105.00
Episode: 146, step: 9, Pop: 10/5, Epsilon: 0.53, Mean Loss: 0.41, Median Loss: 0.41, Std Loss: 0.41, Mean Reward: -2.20, Median Reward: 0.45, Std Reward: -110.00
Episode: 147, step: 9, Pop: 6/5, Epsilon: 0.53, Mean Loss: 0.53, Median Loss: 0.53, Std Loss: 0.53, Mean Reward: 1.37, Median Reward: 0.95, Std Reward: 68.40
Episode: 148, step: 9, Pop: 8/5, Epsilon: 0.53, Mean Loss: 0.58, Median Loss: 0.58, Std Loss: 0.58, Mean Reward: -0.33, Median Reward: 0.95, Std Reward: -16.50
Episode: 149, step: 9, Pop: 9/5, Epsilon: 0.53, Mean Loss: 0.79, Median Loss: 0.79, Std Loss: 0.79, Mean Reward: -2.57, Median Reward: 0.45, Std Reward: -128.50
Episode: 150, step: 9, Pop: 7/5, Epsilon: 0.52, Mean Loss: 0.65, Median Loss: 0.65, Std Loss: 0.65, Mean Reward: -1.14, Median Reward: 0.45, Std Reward: -57.00
Episode: 151, step: 9, Pop: 8/5, Epsilon: 0.52, Mean Loss: 0.46, Median Loss: 0.46, Std Loss: 0.46, Mean Reward: -1.91, Median Reward: 0.95, Std Reward: -95.50
Episode: 152, step: 9, Pop: 9/5, Epsilon: 0.52, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: -1.87, Median Reward: 0.95, Std Reward: -93.70
Episode: 153, step: 9, Pop: 7/5, Epsilon: 0.52, Mean Loss: 0.63, Median Loss: 0.63, Std Loss: 0.63, Mean Reward: -0.22, Median Reward: 0.95, Std Reward: -10.80
Episode: 154, step: 9, Pop: 8/5, Epsilon: 0.52, Mean Loss: 0.51, Median Loss: 0.51, Std Loss: 0.51, Mean Reward: -0.46, Median Reward: 0.95, Std Reward: -22.90
Episode: 155, step: 9, Pop: 7/5, Epsilon: 0.51, Mean Loss: 0.61, Median Loss: 0.61, Std Loss: 0.61, Mean Reward: -1.11, Median Reward: 0.45, Std Reward: -55.60
Episode: 156, step: 9, Pop: 7/5, Epsilon: 0.51, Mean Loss: 0.66, Median Loss: 0.66, Std Loss: 0.66, Mean Reward: 0.39, Median Reward: 0.95, Std Reward: 19.50
Episode: 157, step: 9, Pop: 7/5, Epsilon: 0.51, Mean Loss: 0.66, Median Loss: 0.66, Std Loss: 0.66, Mean Reward: -0.47, Median Reward: 0.95, Std Reward: -23.50
Episode: 158, step: 9, Pop: 9/5, Epsilon: 0.51, Mean Loss: 0.31, Median Loss: 0.31, Std Loss: 0.31, Mean Reward: -2.17, Median Reward: 0.95, Std Reward: -108.50
Episode: 159, step: 9, Pop: 9/5, Epsilon: 0.50, Mean Loss: 0.70, Median Loss: 0.70, Std Loss: 0.70, Mean Reward: -0.90, Median Reward: 0.95, Std Reward: -45.00
Episode: 160, step: 9, Pop: 6/5, Epsilon: 0.50, Mean Loss: 0.84, Median Loss: 0.84, Std Loss: 0.84, Mean Reward: 0.72, Median Reward: 0.95, Std Reward: 36.00
Episode: 161, step: 9, Pop: 7/5, Epsilon: 0.50, Mean Loss: 0.45, Median Loss: 0.45, Std Loss: 0.45, Mean Reward: -0.32, Median Reward: 0.95, Std Reward: -16.00
Episode: 162, step: 9, Pop: 5/5, Epsilon: 0.50, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: 1.48, Median Reward: 0.95, Std Reward: 74.00
Episode: 163, step: 9, Pop: 8/5, Epsilon: 0.50, Mean Loss: 0.64, Median Loss: 0.64, Std Loss: 0.64, Mean Reward: -0.64, Median Reward: 0.95, Std Reward: -32.00
Episode: 164, step: 9, Pop: 8/5, Epsilon: 0.50, Mean Loss: 0.70, Median Loss: 0.70, Std Loss: 0.70, Mean Reward: -1.12, Median Reward: 0.95, Std Reward: -56.00
Episode: 165, step: 9, Pop: 8/5, Epsilon: 0.49, Mean Loss: 0.48, Median Loss: 0.48, Std Loss: 0.48, Mean Reward: -1.32, Median Reward: 0.95, Std Reward: -66.00
Episode: 166, step: 9, Pop: 6/5, Epsilon: 0.49, Mean Loss: 0.76, Median Loss: 0.76, Std Loss: 0.76, Mean Reward: 0.10, Median Reward: 0.95, Std Reward: 5.00
Episode: 167, step: 9, Pop: 6/5, Epsilon: 0.49, Mean Loss: 0.51, Median Loss: 0.51, Std Loss: 0.51, Mean Reward: 0.57, Median Reward: 0.95, Std Reward: 28.30
Episode: 168, step: 9, Pop: 5/5, Epsilon: 0.49, Mean Loss: 0.47, Median Loss: 0.47, Std Loss: 0.47, Mean Reward: -0.10, Median Reward: 0.95, Std Reward: -5.00
Episode: 169, step: 9, Pop: 7/5, Epsilon: 0.49, Mean Loss: 0.78, Median Loss: 0.78, Std Loss: 0.78, Mean Reward: -1.16, Median Reward: 0.95, Std Reward: -58.20
Episode: 170, step: 9, Pop: 7/5, Epsilon: 0.48, Mean Loss: 0.44, Median Loss: 0.44, Std Loss: 0.44, Mean Reward: 0.05, Median Reward: 0.95, Std Reward: 2.50
Episode: 171, step: 9, Pop: 5/5, Epsilon: 0.48, Mean Loss: 0.64, Median Loss: 0.64, Std Loss: 0.64, Mean Reward: 1.44, Median Reward: 0.95, Std Reward: 72.00
Episode: 172, step: 9, Pop: 6/5, Epsilon: 0.48, Mean Loss: 0.49, Median Loss: 0.49, Std Loss: 0.49, Mean Reward: -0.15, Median Reward: 0.95, Std Reward: -7.40
Episode: 173, step: 9, Pop: 5/5, Epsilon: 0.48, Mean Loss: 0.68, Median Loss: 0.68, Std Loss: 0.68, Mean Reward: 0.29, Median Reward: 0.95, Std Reward: 14.50
Episode: 174, step: 9, Pop: 6/5, Epsilon: 0.47, Mean Loss: 0.51, Median Loss: 0.51, Std Loss: 0.51, Mean Reward: 1.42, Median Reward: 0.95, Std Reward: 71.00
Episode: 175, step: 9, Pop: 8/5, Epsilon: 0.47, Mean Loss: 0.72, Median Loss: 0.72, Std Loss: 0.72, Mean Reward: 0.78, Median Reward: 1.45, Std Reward: 39.00
Episode: 176, step: 9, Pop: 8/5, Epsilon: 0.47, Mean Loss: 0.69, Median Loss: 0.69, Std Loss: 0.69, Mean Reward: 0.12, Median Reward: 0.95, Std Reward: 6.00
Episode: 177, step: 9, Pop: 6/5, Epsilon: 0.47, Mean Loss: 0.66, Median Loss: 0.66, Std Loss: 0.66, Mean Reward: 0.15, Median Reward: 0.95, Std Reward: 7.50
Episode: 178, step: 9, Pop: 6/5, Epsilon: 0.47, Mean Loss: 0.69, Median Loss: 0.69, Std Loss: 0.69, Mean Reward: -0.50, Median Reward: 0.95, Std Reward: -25.00
Episode: 179, step: 9, Pop: 6/5, Epsilon: 0.46, Mean Loss: 0.65, Median Loss: 0.65, Std Loss: 0.65, Mean Reward: 0.76, Median Reward: 0.95, Std Reward: 37.80
Episode: 180, step: 9, Pop: 5/5, Epsilon: 0.46, Mean Loss: 0.51, Median Loss: 0.51, Std Loss: 0.51, Mean Reward: -1.11, Median Reward: 0.95, Std Reward: -55.50
Episode: 181, step: 9, Pop: 9/5, Epsilon: 0.46, Mean Loss: 0.45, Median Loss: 0.45, Std Loss: 0.45, Mean Reward: -3.39, Median Reward: 0.00, Std Reward: -169.60
Episode: 182, step: 9, Pop: 9/5, Epsilon: 0.46, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: -2.32, Median Reward: 0.45, Std Reward: -116.20
Episode: 183, step: 9, Pop: 6/5, Epsilon: 0.46, Mean Loss: 0.64, Median Loss: 0.64, Std Loss: 0.64, Mean Reward: 1.12, Median Reward: 1.45, Std Reward: 56.00
Episode: 184, step: 9, Pop: 9/5, Epsilon: 0.45, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: -1.17, Median Reward: 0.95, Std Reward: -58.70
Episode: 185, step: 9, Pop: 8/5, Epsilon: 0.45, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: 0.29, Median Reward: 0.95, Std Reward: 14.50
Episode: 186, step: 9, Pop: 5/5, Epsilon: 0.45, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: 1.31, Median Reward: 1.45, Std Reward: 65.50
Episode: 187, step: 9, Pop: 6/5, Epsilon: 0.45, Mean Loss: 0.63, Median Loss: 0.63, Std Loss: 0.63, Mean Reward: -0.23, Median Reward: 0.95, Std Reward: -11.70
Episode: 188, step: 9, Pop: 7/5, Epsilon: 0.45, Mean Loss: 0.41, Median Loss: 0.41, Std Loss: 0.41, Mean Reward: 0.42, Median Reward: 0.95, Std Reward: 21.10
Episode: 189, step: 9, Pop: 10/5, Epsilon: 0.45, Mean Loss: 0.59, Median Loss: 0.59, Std Loss: 0.59, Mean Reward: -2.13, Median Reward: 0.05, Std Reward: -106.50
Episode: 190, step: 9, Pop: 5/5, Epsilon: 0.44, Mean Loss: 0.64, Median Loss: 0.64, Std Loss: 0.64, Mean Reward: -0.44, Median Reward: 0.95, Std Reward: -22.00
Episode: 191, step: 9, Pop: 9/5, Epsilon: 0.44, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: -1.54, Median Reward: 0.95, Std Reward: -77.00
Episode: 192, step: 9, Pop: 7/5, Epsilon: 0.44, Mean Loss: 0.47, Median Loss: 0.47, Std Loss: 0.47, Mean Reward: -0.28, Median Reward: 0.95, Std Reward: -14.00
Episode: 193, step: 9, Pop: 7/5, Epsilon: 0.44, Mean Loss: 0.49, Median Loss: 0.49, Std Loss: 0.49, Mean Reward: 0.44, Median Reward: 0.95, Std Reward: 22.00
Episode: 194, step: 9, Pop: 8/5, Epsilon: 0.44, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: -1.18, Median Reward: 0.95, Std Reward: -58.80
Episode: 195, step: 9, Pop: 5/5, Epsilon: 0.43, Mean Loss: 0.47, Median Loss: 0.47, Std Loss: 0.47, Mean Reward: 0.42, Median Reward: 0.95, Std Reward: 21.00
Episode: 196, step: 9, Pop: 7/5, Epsilon: 0.43, Mean Loss: 0.47, Median Loss: 0.47, Std Loss: 0.47, Mean Reward: 0.75, Median Reward: 0.95, Std Reward: 37.60
Episode: 197, step: 9, Pop: 6/5, Epsilon: 0.43, Mean Loss: 0.63, Median Loss: 0.63, Std Loss: 0.63, Mean Reward: -0.15, Median Reward: 0.45, Std Reward: -7.50
Episode: 198, step: 9, Pop: 8/5, Epsilon: 0.43, Mean Loss: 0.43, Median Loss: 0.43, Std Loss: 0.43, Mean Reward: -2.65, Median Reward: 0.45, Std Reward: -132.50
Episode: 199, step: 9, Pop: 7/5, Epsilon: 0.43, Mean Loss: 0.80, Median Loss: 0.80, Std Loss: 0.80, Mean Reward: -1.15, Median Reward: 0.45, Std Reward: -57.30
Episode: 200, step: 9, Pop: 6/5, Epsilon: 0.42, Mean Loss: 0.53, Median Loss: 0.53, Std Loss: 0.53, Mean Reward: 0.57, Median Reward: 0.95, Std Reward: 28.50
Episode: 201, step: 9, Pop: 5/5, Epsilon: 0.42, Mean Loss: 0.70, Median Loss: 0.70, Std Loss: 0.70, Mean Reward: 1.53, Median Reward: 0.95, Std Reward: 76.50
Episode: 202, step: 9, Pop: 6/5, Epsilon: 0.42, Mean Loss: 0.53, Median Loss: 0.53, Std Loss: 0.53, Mean Reward: -0.12, Median Reward: 0.95, Std Reward: -6.00
Episode: 203, step: 9, Pop: 7/5, Epsilon: 0.42, Mean Loss: 0.55, Median Loss: 0.55, Std Loss: 0.55, Mean Reward: 0.88, Median Reward: 1.45, Std Reward: 44.00
Episode: 204, step: 9, Pop: 9/5, Epsilon: 0.42, Mean Loss: 0.59, Median Loss: 0.59, Std Loss: 0.59, Mean Reward: -1.08, Median Reward: 0.45, Std Reward: -53.90
Episode: 205, step: 9, Pop: 6/5, Epsilon: 0.42, Mean Loss: 0.64, Median Loss: 0.64, Std Loss: 0.64, Mean Reward: 0.44, Median Reward: 0.95, Std Reward: 22.00
Episode: 206, step: 9, Pop: 6/5, Epsilon: 0.41, Mean Loss: 0.49, Median Loss: 0.49, Std Loss: 0.49, Mean Reward: 1.16, Median Reward: 0.95, Std Reward: 58.10
Episode: 207, step: 9, Pop: 6/5, Epsilon: 0.41, Mean Loss: 0.47, Median Loss: 0.47, Std Loss: 0.47, Mean Reward: 0.55, Median Reward: 0.95, Std Reward: 27.60
Episode: 208, step: 9, Pop: 9/5, Epsilon: 0.41, Mean Loss: 0.58, Median Loss: 0.58, Std Loss: 0.58, Mean Reward: -0.68, Median Reward: 0.45, Std Reward: -34.00
Episode: 209, step: 9, Pop: 4/5, Epsilon: 0.41, Mean Loss: 0.69, Median Loss: 0.69, Std Loss: 0.69, Mean Reward: 0.75, Median Reward: 0.95, Std Reward: 37.60
Episode: 210, step: 9, Pop: 6/5, Epsilon: 0.41, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: -0.48, Median Reward: 0.95, Std Reward: -24.00
Episode: 211, step: 9, Pop: 10/5, Epsilon: 0.40, Mean Loss: 0.43, Median Loss: 0.43, Std Loss: 0.43, Mean Reward: -1.34, Median Reward: 0.95, Std Reward: -67.00
Episode: 212, step: 9, Pop: 9/5, Epsilon: 0.40, Mean Loss: 0.56, Median Loss: 0.56, Std Loss: 0.56, Mean Reward: -1.81, Median Reward: 0.95, Std Reward: -90.50
Episode: 213, step: 9, Pop: 9/5, Epsilon: 0.40, Mean Loss: 0.59, Median Loss: 0.59, Std Loss: 0.59, Mean Reward: -1.71, Median Reward: 0.45, Std Reward: -85.50
Episode: 214, step: 9, Pop: 9/5, Epsilon: 0.40, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: -1.27, Median Reward: 0.95, Std Reward: -63.50
Episode: 215, step: 9, Pop: 8/5, Epsilon: 0.40, Mean Loss: 0.68, Median Loss: 0.68, Std Loss: 0.68, Mean Reward: -0.84, Median Reward: 0.45, Std Reward: -41.80
Episode: 216, step: 9, Pop: 8/5, Epsilon: 0.40, Mean Loss: 0.55, Median Loss: 0.55, Std Loss: 0.55, Mean Reward: -1.54, Median Reward: 0.45, Std Reward: -77.00
Episode: 217, step: 9, Pop: 7/5, Epsilon: 0.39, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: 0.27, Median Reward: 0.95, Std Reward: 13.50
Episode: 218, step: 9, Pop: 6/5, Epsilon: 0.39, Mean Loss: 0.61, Median Loss: 0.61, Std Loss: 0.61, Mean Reward: 0.49, Median Reward: 0.95, Std Reward: 24.50
Episode: 219, step: 9, Pop: 10/5, Epsilon: 0.39, Mean Loss: 0.51, Median Loss: 0.51, Std Loss: 0.51, Mean Reward: -2.26, Median Reward: 0.95, Std Reward: -113.00
Episode: 220, step: 9, Pop: 4/5, Epsilon: 0.39, Mean Loss: 0.43, Median Loss: 0.43, Std Loss: 0.43, Mean Reward: 2.04, Median Reward: 0.45, Std Reward: 102.00
Episode: 221, step: 9, Pop: 7/5, Epsilon: 0.39, Mean Loss: 0.64, Median Loss: 0.64, Std Loss: 0.64, Mean Reward: 0.53, Median Reward: 0.95, Std Reward: 26.40
Episode: 222, step: 9, Pop: 3/5, Epsilon: 0.39, Mean Loss: 0.65, Median Loss: 0.65, Std Loss: 0.65, Mean Reward: 1.71, Median Reward: 0.45, Std Reward: 85.40
Episode: 223, step: 9, Pop: 7/5, Epsilon: 0.39, Mean Loss: 0.45, Median Loss: 0.45, Std Loss: 0.45, Mean Reward: 0.03, Median Reward: 0.95, Std Reward: 1.50
Episode: 224, step: 9, Pop: 3/5, Epsilon: 0.38, Mean Loss: 1.01, Median Loss: 1.01, Std Loss: 1.01, Mean Reward: 0.57, Median Reward: 0.45, Std Reward: 28.70
Episode: 225, step: 9, Pop: 9/5, Epsilon: 0.38, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: -1.20, Median Reward: 0.45, Std Reward: -60.00
Episode: 226, step: 9, Pop: 9/5, Epsilon: 0.38, Mean Loss: 0.66, Median Loss: 0.66, Std Loss: 0.66, Mean Reward: -1.82, Median Reward: 0.45, Std Reward: -90.80
Episode: 227, step: 9, Pop: 6/5, Epsilon: 0.38, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: 0.29, Median Reward: 0.70, Std Reward: 14.30
Episode: 228, step: 9, Pop: 7/5, Epsilon: 0.38, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: -1.25, Median Reward: 0.95, Std Reward: -62.50
Episode: 229, step: 9, Pop: 7/5, Epsilon: 0.38, Mean Loss: 0.74, Median Loss: 0.74, Std Loss: 0.74, Mean Reward: -1.70, Median Reward: 0.95, Std Reward: -85.00
Episode: 230, step: 9, Pop: 7/5, Epsilon: 0.37, Mean Loss: 0.43, Median Loss: 0.43, Std Loss: 0.43, Mean Reward: -0.36, Median Reward: 0.95, Std Reward: -17.90
Episode: 231, step: 9, Pop: 8/5, Epsilon: 0.37, Mean Loss: 0.75, Median Loss: 0.75, Std Loss: 0.75, Mean Reward: -3.24, Median Reward: -8.05, Std Reward: -162.00
Episode: 232, step: 9, Pop: 7/5, Epsilon: 0.37, Mean Loss: 0.41, Median Loss: 0.41, Std Loss: 0.41, Mean Reward: 0.83, Median Reward: 0.95, Std Reward: 41.50
Episode: 233, step: 9, Pop: 7/5, Epsilon: 0.37, Mean Loss: 0.39, Median Loss: 0.39, Std Loss: 0.39, Mean Reward: -1.08, Median Reward: 0.45, Std Reward: -54.00
Episode: 234, step: 9, Pop: 6/5, Epsilon: 0.37, Mean Loss: 0.48, Median Loss: 0.48, Std Loss: 0.48, Mean Reward: 0.08, Median Reward: 0.45, Std Reward: 4.00
Episode: 235, step: 9, Pop: 8/5, Epsilon: 0.37, Mean Loss: 0.58, Median Loss: 0.58, Std Loss: 0.58, Mean Reward: -0.99, Median Reward: 0.45, Std Reward: -49.50
Episode: 236, step: 9, Pop: 6/5, Epsilon: 0.37, Mean Loss: 0.61, Median Loss: 0.61, Std Loss: 0.61, Mean Reward: -1.09, Median Reward: 0.70, Std Reward: -54.50
Episode: 237, step: 9, Pop: 7/5, Epsilon: 0.36, Mean Loss: 0.79, Median Loss: 0.79, Std Loss: 0.79, Mean Reward: -0.15, Median Reward: 0.95, Std Reward: -7.50
Episode: 238, step: 9, Pop: 9/5, Epsilon: 0.36, Mean Loss: 0.48, Median Loss: 0.48, Std Loss: 0.48, Mean Reward: -2.82, Median Reward: 0.05, Std Reward: -141.00
Episode: 239, step: 9, Pop: 8/5, Epsilon: 0.36, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: -2.21, Median Reward: 0.45, Std Reward: -110.50
Episode: 240, step: 9, Pop: 7/5, Epsilon: 0.36, Mean Loss: 0.46, Median Loss: 0.46, Std Loss: 0.46, Mean Reward: 0.36, Median Reward: 0.95, Std Reward: 18.00
Episode: 241, step: 9, Pop: 8/5, Epsilon: 0.36, Mean Loss: 0.70, Median Loss: 0.70, Std Loss: 0.70, Mean Reward: -0.76, Median Reward: 0.45, Std Reward: -38.00
Episode: 242, step: 9, Pop: 8/5, Epsilon: 0.36, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: 0.39, Median Reward: 0.95, Std Reward: 19.50
Episode: 243, step: 9, Pop: 6/5, Epsilon: 0.35, Mean Loss: 0.74, Median Loss: 0.74, Std Loss: 0.74, Mean Reward: 0.27, Median Reward: 0.45, Std Reward: 13.60
Episode: 244, step: 9, Pop: 6/5, Epsilon: 0.35, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: 0.94, Median Reward: 0.95, Std Reward: 47.10
Episode: 245, step: 9, Pop: 6/5, Epsilon: 0.35, Mean Loss: 0.58, Median Loss: 0.58, Std Loss: 0.58, Mean Reward: -0.15, Median Reward: 0.95, Std Reward: -7.50
Episode: 246, step: 9, Pop: 10/5, Epsilon: 0.35, Mean Loss: 0.79, Median Loss: 0.79, Std Loss: 0.79, Mean Reward: -2.75, Median Reward: 0.45, Std Reward: -137.50
Episode: 247, step: 9, Pop: 7/5, Epsilon: 0.35, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: 0.90, Median Reward: 0.95, Std Reward: 45.00
Episode: 248, step: 9, Pop: 8/5, Epsilon: 0.35, Mean Loss: 0.43, Median Loss: 0.43, Std Loss: 0.43, Mean Reward: 1.06, Median Reward: 0.95, Std Reward: 53.00
Episode: 249, step: 9, Pop: 10/5, Epsilon: 0.35, Mean Loss: 0.69, Median Loss: 0.69, Std Loss: 0.69, Mean Reward: -1.67, Median Reward: 0.95, Std Reward: -83.50
Episode: 250, step: 9, Pop: 7/5, Epsilon: 0.34, Mean Loss: 0.47, Median Loss: 0.47, Std Loss: 0.47, Mean Reward: 0.02, Median Reward: 0.95, Std Reward: 0.80
Episode: 251, step: 9, Pop: 9/5, Epsilon: 0.34, Mean Loss: 0.38, Median Loss: 0.38, Std Loss: 0.38, Mean Reward: 0.23, Median Reward: 0.95, Std Reward: 11.50
Episode: 252, step: 9, Pop: 6/5, Epsilon: 0.34, Mean Loss: 0.48, Median Loss: 0.48, Std Loss: 0.48, Mean Reward: 0.19, Median Reward: 0.95, Std Reward: 9.50
Episode: 253, step: 9, Pop: 7/5, Epsilon: 0.34, Mean Loss: 0.56, Median Loss: 0.56, Std Loss: 0.56, Mean Reward: -0.81, Median Reward: 0.95, Std Reward: -40.50
Episode: 254, step: 9, Pop: 7/5, Epsilon: 0.34, Mean Loss: 0.54, Median Loss: 0.54, Std Loss: 0.54, Mean Reward: 0.95, Median Reward: 0.95, Std Reward: 47.50
Episode: 255, step: 9, Pop: 8/5, Epsilon: 0.34, Mean Loss: 0.52, Median Loss: 0.52, Std Loss: 0.52, Mean Reward: -1.25, Median Reward: 0.95, Std Reward: -62.50
Episode: 256, step: 9, Pop: 7/5, Epsilon: 0.34, Mean Loss: 0.98, Median Loss: 0.98, Std Loss: 0.98, Mean Reward: -1.33, Median Reward: 0.45, Std Reward: -66.50
Episode: 257, step: 9, Pop: 6/5, Epsilon: 0.33, Mean Loss: 0.45, Median Loss: 0.45, Std Loss: 0.45, Mean Reward: 0.71, Median Reward: 0.95, Std Reward: 35.50
Episode: 258, step: 9, Pop: 9/5, Epsilon: 0.33, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: -1.24, Median Reward: 0.95, Std Reward: -62.20
Episode: 259, step: 9, Pop: 8/5, Epsilon: 0.33, Mean Loss: 0.56, Median Loss: 0.56, Std Loss: 0.56, Mean Reward: -0.19, Median Reward: 0.45, Std Reward: -9.50
Episode: 260, step: 9, Pop: 8/5, Epsilon: 0.33, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: 0.31, Median Reward: 0.95, Std Reward: 15.50
Episode: 261, step: 9, Pop: 7/5, Epsilon: 0.33, Mean Loss: 0.49, Median Loss: 0.49, Std Loss: 0.49, Mean Reward: -1.02, Median Reward: 0.70, Std Reward: -51.00
Episode: 262, step: 9, Pop: 4/5, Epsilon: 0.33, Mean Loss: 0.49, Median Loss: 0.49, Std Loss: 0.49, Mean Reward: 2.36, Median Reward: 0.95, Std Reward: 118.00
Episode: 263, step: 9, Pop: 3/5, Epsilon: 0.33, Mean Loss: 0.47, Median Loss: 0.47, Std Loss: 0.47, Mean Reward: 2.78, Median Reward: 0.95, Std Reward: 139.00
Episode: 264, step: 9, Pop: 6/5, Epsilon: 0.32, Mean Loss: 0.63, Median Loss: 0.63, Std Loss: 0.63, Mean Reward: 1.74, Median Reward: 0.95, Std Reward: 87.00
Episode: 265, step: 9, Pop: 6/5, Epsilon: 0.32, Mean Loss: 0.64, Median Loss: 0.64, Std Loss: 0.64, Mean Reward: 0.94, Median Reward: 0.95, Std Reward: 47.00
Episode: 266, step: 9, Pop: 7/5, Epsilon: 0.32, Mean Loss: 0.44, Median Loss: 0.44, Std Loss: 0.44, Mean Reward: 0.81, Median Reward: 0.95, Std Reward: 40.50
Episode: 267, step: 9, Pop: 9/5, Epsilon: 0.32, Mean Loss: 0.48, Median Loss: 0.48, Std Loss: 0.48, Mean Reward: -2.66, Median Reward: 0.45, Std Reward: -133.00
Episode: 268, step: 9, Pop: 4/5, Epsilon: 0.32, Mean Loss: 0.61, Median Loss: 0.61, Std Loss: 0.61, Mean Reward: 0.69, Median Reward: 0.95, Std Reward: 34.50
Episode: 269, step: 9, Pop: 7/5, Epsilon: 0.32, Mean Loss: 0.65, Median Loss: 0.65, Std Loss: 0.65, Mean Reward: -0.40, Median Reward: 0.95, Std Reward: -20.00
Episode: 270, step: 9, Pop: 9/5, Epsilon: 0.32, Mean Loss: 0.53, Median Loss: 0.53, Std Loss: 0.53, Mean Reward: 0.48, Median Reward: 0.95, Std Reward: 24.20
Episode: 271, step: 9, Pop: 4/5, Epsilon: 0.31, Mean Loss: 0.87, Median Loss: 0.87, Std Loss: 0.87, Mean Reward: 1.70, Median Reward: 0.95, Std Reward: 85.10
Episode: 272, step: 9, Pop: 9/5, Epsilon: 0.31, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: 0.02, Median Reward: 0.95, Std Reward: 1.00
Episode: 273, step: 9, Pop: 6/5, Epsilon: 0.31, Mean Loss: 0.46, Median Loss: 0.46, Std Loss: 0.46, Mean Reward: 0.97, Median Reward: 0.95, Std Reward: 48.60
Episode: 274, step: 9, Pop: 8/5, Epsilon: 0.31, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: -1.89, Median Reward: 0.45, Std Reward: -94.50
Episode: 275, step: 9, Pop: 3/5, Epsilon: 0.31, Mean Loss: 0.55, Median Loss: 0.55, Std Loss: 0.55, Mean Reward: 2.14, Median Reward: 0.95, Std Reward: 106.80
Episode: 276, step: 9, Pop: 8/5, Epsilon: 0.31, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: -0.26, Median Reward: 0.95, Std Reward: -13.00
Episode: 277, step: 9, Pop: 8/5, Epsilon: 0.31, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: 0.72, Median Reward: 0.95, Std Reward: 36.00
