Episode: 0, step: 9, Pop: 7/5, Epsilon: 1.00, Mean Loss: 1.53, Median Loss: 1.53, Std Loss: 1.53, Mean Reward: 3.02, Median Reward: 2.00, Std Reward: 226.70
Episode: 139, step: 9, Pop: 6/5, Epsilon: 0.55, Mean Loss: 0.91, Median Loss: 0.91, Std Loss: 0.91, Mean Reward: 1.22, Median Reward: 2.00, Std Reward: 91.70
Episode: 140, step: 9, Pop: 8/5, Epsilon: 0.55, Mean Loss: 0.55, Median Loss: 0.55, Std Loss: 0.55, Mean Reward: -1.89, Median Reward: 0.00, Std Reward: -175.80
Episode: 141, step: 9, Pop: 9/5, Epsilon: 0.55, Mean Loss: 0.84, Median Loss: 0.84, Std Loss: 0.84, Mean Reward: 1.34, Median Reward: 2.00, Std Reward: 133.00
Episode: 142, step: 9, Pop: 5/5, Epsilon: 0.54, Mean Loss: 0.84, Median Loss: 0.84, Std Loss: 0.84, Mean Reward: -1.09, Median Reward: 0.00, Std Reward: -81.00
Episode: 143, step: 9, Pop: 7/5, Epsilon: 0.54, Mean Loss: 1.11, Median Loss: 1.11, Std Loss: 1.11, Mean Reward: 2.68, Median Reward: 2.00, Std Reward: 203.50
Episode: 144, step: 9, Pop: 6/5, Epsilon: 0.54, Mean Loss: 0.58, Median Loss: 0.58, Std Loss: 0.58, Mean Reward: -1.71, Median Reward: 0.00, Std Reward: -133.20
Episode: 145, step: 9, Pop: 8/5, Epsilon: 0.54, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: 1.89, Median Reward: 2.00, Std Reward: 166.00
Episode: 146, step: 9, Pop: 7/5, Epsilon: 0.53, Mean Loss: 1.02, Median Loss: 1.02, Std Loss: 1.02, Mean Reward: -0.46, Median Reward: 2.00, Std Reward: -38.90
Episode: 147, step: 9, Pop: 10/5, Epsilon: 0.53, Mean Loss: 0.95, Median Loss: 0.95, Std Loss: 0.95, Mean Reward: 1.04, Median Reward: 2.00, Std Reward: 104.00
Episode: 148, step: 9, Pop: 6/5, Epsilon: 0.53, Mean Loss: 0.77, Median Loss: 0.77, Std Loss: 0.77, Mean Reward: 2.58, Median Reward: 2.00, Std Reward: 183.30
Episode: 149, step: 9, Pop: 10/5, Epsilon: 0.53, Mean Loss: 1.15, Median Loss: 1.15, Std Loss: 1.15, Mean Reward: 1.41, Median Reward: 2.00, Std Reward: 140.80
Episode: 150, step: 9, Pop: 7/5, Epsilon: 0.52, Mean Loss: 0.59, Median Loss: 0.59, Std Loss: 0.59, Mean Reward: 0.21, Median Reward: 0.00, Std Reward: 15.90
Episode: 151, step: 9, Pop: 8/5, Epsilon: 0.52, Mean Loss: 0.86, Median Loss: 0.86, Std Loss: 0.86, Mean Reward: 2.09, Median Reward: 2.00, Std Reward: 200.60
Episode: 152, step: 9, Pop: 8/5, Epsilon: 0.52, Mean Loss: 0.45, Median Loss: 0.45, Std Loss: 0.45, Mean Reward: 0.52, Median Reward: 0.00, Std Reward: 48.60
Episode: 153, step: 9, Pop: 6/5, Epsilon: 0.52, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: 2.99, Median Reward: 2.00, Std Reward: 191.10
Episode: 154, step: 9, Pop: 9/5, Epsilon: 0.52, Mean Loss: 0.85, Median Loss: 0.85, Std Loss: 0.85, Mean Reward: 2.71, Median Reward: 2.00, Std Reward: 249.60
Episode: 155, step: 9, Pop: 8/5, Epsilon: 0.51, Mean Loss: 0.92, Median Loss: 0.92, Std Loss: 0.92, Mean Reward: 1.01, Median Reward: 2.00, Std Reward: 89.30
Episode: 156, step: 9, Pop: 7/5, Epsilon: 0.51, Mean Loss: 1.01, Median Loss: 1.01, Std Loss: 1.01, Mean Reward: -0.01, Median Reward: 0.00, Std Reward: -0.80
Episode: 157, step: 9, Pop: 7/5, Epsilon: 0.51, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: -0.28, Median Reward: 0.00, Std Reward: -24.00
Episode: 158, step: 9, Pop: 5/5, Epsilon: 0.51, Mean Loss: 0.90, Median Loss: 0.90, Std Loss: 0.90, Mean Reward: -0.66, Median Reward: 2.00, Std Reward: -49.00
Episode: 159, step: 9, Pop: 9/5, Epsilon: 0.50, Mean Loss: 0.78, Median Loss: 0.78, Std Loss: 0.78, Mean Reward: -0.05, Median Reward: 0.00, Std Reward: -4.80
Episode: 160, step: 9, Pop: 6/5, Epsilon: 0.50, Mean Loss: 0.77, Median Loss: 0.77, Std Loss: 0.77, Mean Reward: -0.51, Median Reward: 0.00, Std Reward: -41.00
Episode: 161, step: 9, Pop: 7/5, Epsilon: 0.50, Mean Loss: 0.63, Median Loss: 0.63, Std Loss: 0.63, Mean Reward: -0.05, Median Reward: 2.00, Std Reward: -4.30
Episode: 162, step: 9, Pop: 5/5, Epsilon: 0.50, Mean Loss: 0.93, Median Loss: 0.93, Std Loss: 0.93, Mean Reward: -0.00, Median Reward: 0.00, Std Reward: -0.30
Episode: 163, step: 9, Pop: 4/5, Epsilon: 0.50, Mean Loss: 0.52, Median Loss: 0.52, Std Loss: 0.52, Mean Reward: 1.80, Median Reward: 2.00, Std Reward: 113.70
Episode: 164, step: 9, Pop: 9/5, Epsilon: 0.49, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: 3.45, Median Reward: 4.00, Std Reward: 321.20
Episode: 165, step: 9, Pop: 9/5, Epsilon: 0.49, Mean Loss: 0.63, Median Loss: 0.63, Std Loss: 0.63, Mean Reward: 1.72, Median Reward: 2.00, Std Reward: 156.70
Episode: 166, step: 9, Pop: 8/5, Epsilon: 0.49, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: 1.36, Median Reward: 2.00, Std Reward: 119.50
Episode: 167, step: 9, Pop: 8/5, Epsilon: 0.49, Mean Loss: 0.51, Median Loss: 0.51, Std Loss: 0.51, Mean Reward: 0.93, Median Reward: 2.00, Std Reward: 81.80
Episode: 168, step: 9, Pop: 9/5, Epsilon: 0.49, Mean Loss: 1.02, Median Loss: 1.02, Std Loss: 1.02, Mean Reward: 0.73, Median Reward: 0.00, Std Reward: 68.50
Episode: 169, step: 9, Pop: 7/5, Epsilon: 0.49, Mean Loss: 0.80, Median Loss: 0.80, Std Loss: 0.80, Mean Reward: -1.49, Median Reward: 0.00, Std Reward: -127.00
Episode: 170, step: 9, Pop: 7/5, Epsilon: 0.48, Mean Loss: 0.76, Median Loss: 0.76, Std Loss: 0.76, Mean Reward: -0.66, Median Reward: 0.00, Std Reward: -50.50
Episode: 171, step: 9, Pop: 6/5, Epsilon: 0.48, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: -1.88, Median Reward: 0.00, Std Reward: -161.30
Episode: 172, step: 9, Pop: 7/5, Epsilon: 0.48, Mean Loss: 0.68, Median Loss: 0.68, Std Loss: 0.68, Mean Reward: 1.66, Median Reward: 2.00, Std Reward: 128.00
Episode: 173, step: 9, Pop: 9/5, Epsilon: 0.48, Mean Loss: 1.01, Median Loss: 1.01, Std Loss: 1.01, Mean Reward: 0.91, Median Reward: 2.00, Std Reward: 87.00
Episode: 174, step: 9, Pop: 8/5, Epsilon: 0.47, Mean Loss: 0.82, Median Loss: 0.82, Std Loss: 0.82, Mean Reward: 1.94, Median Reward: 2.00, Std Reward: 167.20
Episode: 175, step: 9, Pop: 7/5, Epsilon: 0.47, Mean Loss: 0.64, Median Loss: 0.64, Std Loss: 0.64, Mean Reward: 1.70, Median Reward: 2.00, Std Reward: 139.50
Episode: 176, step: 9, Pop: 8/5, Epsilon: 0.47, Mean Loss: 0.49, Median Loss: 0.49, Std Loss: 0.49, Mean Reward: -0.20, Median Reward: 0.00, Std Reward: -18.00
Episode: 177, step: 9, Pop: 9/5, Epsilon: 0.47, Mean Loss: 0.87, Median Loss: 0.87, Std Loss: 0.87, Mean Reward: 1.56, Median Reward: 2.00, Std Reward: 151.00
Episode: 178, step: 9, Pop: 6/5, Epsilon: 0.47, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: -1.07, Median Reward: 0.00, Std Reward: -80.30
Episode: 179, step: 9, Pop: 8/5, Epsilon: 0.46, Mean Loss: 0.58, Median Loss: 0.58, Std Loss: 0.58, Mean Reward: -0.37, Median Reward: 2.00, Std Reward: -35.50
Episode: 180, step: 9, Pop: 9/5, Epsilon: 0.46, Mean Loss: 0.80, Median Loss: 0.80, Std Loss: 0.80, Mean Reward: -1.42, Median Reward: 0.00, Std Reward: -132.20
Episode: 181, step: 9, Pop: 7/5, Epsilon: 0.46, Mean Loss: 0.58, Median Loss: 0.58, Std Loss: 0.58, Mean Reward: 0.29, Median Reward: 2.00, Std Reward: 25.00
Episode: 182, step: 9, Pop: 9/5, Epsilon: 0.46, Mean Loss: 0.75, Median Loss: 0.75, Std Loss: 0.75, Mean Reward: 0.03, Median Reward: 0.00, Std Reward: 2.80
Episode: 183, step: 9, Pop: 8/5, Epsilon: 0.46, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: 0.70, Median Reward: 2.00, Std Reward: 65.50
Episode: 184, step: 9, Pop: 5/5, Epsilon: 0.45, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: 2.22, Median Reward: 2.00, Std Reward: 157.60
Episode: 185, step: 9, Pop: 7/5, Epsilon: 0.45, Mean Loss: 0.69, Median Loss: 0.69, Std Loss: 0.69, Mean Reward: -0.23, Median Reward: 2.00, Std Reward: -17.30
Episode: 186, step: 9, Pop: 5/5, Epsilon: 0.45, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: 1.42, Median Reward: 2.00, Std Reward: 110.60
Episode: 187, step: 9, Pop: 9/5, Epsilon: 0.45, Mean Loss: 0.58, Median Loss: 0.58, Std Loss: 0.58, Mean Reward: 2.41, Median Reward: 2.00, Std Reward: 221.30
Episode: 188, step: 9, Pop: 7/5, Epsilon: 0.45, Mean Loss: 0.82, Median Loss: 0.82, Std Loss: 0.82, Mean Reward: 0.05, Median Reward: 2.00, Std Reward: 3.90
Episode: 189, step: 9, Pop: 7/5, Epsilon: 0.44, Mean Loss: 0.56, Median Loss: 0.56, Std Loss: 0.56, Mean Reward: 0.91, Median Reward: 2.00, Std Reward: 83.00
Episode: 190, step: 9, Pop: 5/5, Epsilon: 0.44, Mean Loss: 0.78, Median Loss: 0.78, Std Loss: 0.78, Mean Reward: -1.23, Median Reward: 0.00, Std Reward: -87.50
Episode: 191, step: 9, Pop: 6/5, Epsilon: 0.44, Mean Loss: 0.76, Median Loss: 0.76, Std Loss: 0.76, Mean Reward: 1.27, Median Reward: 0.00, Std Reward: 96.70
Episode: 192, step: 9, Pop: 7/5, Epsilon: 0.44, Mean Loss: 1.24, Median Loss: 1.24, Std Loss: 1.24, Mean Reward: 2.47, Median Reward: 2.00, Std Reward: 189.90
Episode: 193, step: 9, Pop: 9/5, Epsilon: 0.44, Mean Loss: 0.69, Median Loss: 0.69, Std Loss: 0.69, Mean Reward: 1.58, Median Reward: 2.00, Std Reward: 156.40
Episode: 194, step: 9, Pop: 8/5, Epsilon: 0.44, Mean Loss: 0.43, Median Loss: 0.43, Std Loss: 0.43, Mean Reward: 0.70, Median Reward: 2.00, Std Reward: 62.70
Episode: 195, step: 9, Pop: 6/5, Epsilon: 0.43, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: 2.99, Median Reward: 2.00, Std Reward: 233.40
Episode: 196, step: 9, Pop: 7/5, Epsilon: 0.43, Mean Loss: 0.77, Median Loss: 0.77, Std Loss: 0.77, Mean Reward: -1.42, Median Reward: 0.00, Std Reward: -111.00
Episode: 197, step: 9, Pop: 5/5, Epsilon: 0.43, Mean Loss: 0.93, Median Loss: 0.93, Std Loss: 0.93, Mean Reward: 1.14, Median Reward: 0.00, Std Reward: 79.90
Episode: 198, step: 9, Pop: 9/5, Epsilon: 0.43, Mean Loss: 0.61, Median Loss: 0.61, Std Loss: 0.61, Mean Reward: 1.47, Median Reward: 2.00, Std Reward: 145.50
Episode: 199, step: 9, Pop: 7/5, Epsilon: 0.43, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: 0.92, Median Reward: 2.00, Std Reward: 71.20
Episode: 200, step: 9, Pop: 6/5, Epsilon: 0.43, Mean Loss: 0.59, Median Loss: 0.59, Std Loss: 0.59, Mean Reward: 0.10, Median Reward: 2.00, Std Reward: 7.10
Episode: 201, step: 9, Pop: 7/5, Epsilon: 0.42, Mean Loss: 1.06, Median Loss: 1.06, Std Loss: 1.06, Mean Reward: 0.58, Median Reward: 2.00, Std Reward: 49.70
Episode: 202, step: 9, Pop: 7/5, Epsilon: 0.42, Mean Loss: 0.80, Median Loss: 0.80, Std Loss: 0.80, Mean Reward: -1.63, Median Reward: 0.00, Std Reward: -125.60
Episode: 203, step: 9, Pop: 9/5, Epsilon: 0.42, Mean Loss: 0.59, Median Loss: 0.59, Std Loss: 0.59, Mean Reward: 1.91, Median Reward: 2.00, Std Reward: 173.90
Episode: 204, step: 9, Pop: 9/5, Epsilon: 0.42, Mean Loss: 0.77, Median Loss: 0.77, Std Loss: 0.77, Mean Reward: 0.73, Median Reward: 2.00, Std Reward: 69.20
Episode: 205, step: 9, Pop: 6/5, Epsilon: 0.42, Mean Loss: 0.66, Median Loss: 0.66, Std Loss: 0.66, Mean Reward: -0.70, Median Reward: 0.00, Std Reward: -53.60
Episode: 206, step: 9, Pop: 7/5, Epsilon: 0.41, Mean Loss: 0.71, Median Loss: 0.71, Std Loss: 0.71, Mean Reward: 1.34, Median Reward: 2.00, Std Reward: 101.70
Episode: 207, step: 9, Pop: 6/5, Epsilon: 0.41, Mean Loss: 0.77, Median Loss: 0.77, Std Loss: 0.77, Mean Reward: 2.33, Median Reward: 2.00, Std Reward: 163.00
Episode: 208, step: 9, Pop: 6/5, Epsilon: 0.41, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: 2.51, Median Reward: 4.00, Std Reward: 173.30
Episode: 209, step: 9, Pop: 9/5, Epsilon: 0.41, Mean Loss: 0.82, Median Loss: 0.82, Std Loss: 0.82, Mean Reward: 0.37, Median Reward: 1.00, Std Reward: 32.90
Episode: 210, step: 9, Pop: 7/5, Epsilon: 0.41, Mean Loss: 0.47, Median Loss: 0.47, Std Loss: 0.47, Mean Reward: 2.11, Median Reward: 2.00, Std Reward: 160.50
Episode: 211, step: 9, Pop: 5/5, Epsilon: 0.41, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: 2.24, Median Reward: 2.00, Std Reward: 165.40
Episode: 212, step: 9, Pop: 4/5, Epsilon: 0.40, Mean Loss: 0.94, Median Loss: 0.94, Std Loss: 0.94, Mean Reward: 0.60, Median Reward: 2.00, Std Reward: 38.10
Episode: 213, step: 9, Pop: 8/5, Epsilon: 0.40, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: -0.54, Median Reward: 0.00, Std Reward: -52.00
Episode: 214, step: 9, Pop: 8/5, Epsilon: 0.40, Mean Loss: 0.58, Median Loss: 0.58, Std Loss: 0.58, Mean Reward: 1.97, Median Reward: 2.00, Std Reward: 175.20
Episode: 215, step: 9, Pop: 8/5, Epsilon: 0.40, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: 4.70, Median Reward: 4.00, Std Reward: 423.40
Episode: 216, step: 9, Pop: 9/5, Epsilon: 0.40, Mean Loss: 0.54, Median Loss: 0.54, Std Loss: 0.54, Mean Reward: 1.77, Median Reward: 2.00, Std Reward: 160.90
Episode: 217, step: 9, Pop: 6/5, Epsilon: 0.39, Mean Loss: 0.40, Median Loss: 0.40, Std Loss: 0.40, Mean Reward: 0.46, Median Reward: 2.00, Std Reward: 34.30
Episode: 218, step: 9, Pop: 7/5, Epsilon: 0.39, Mean Loss: 0.44, Median Loss: 0.44, Std Loss: 0.44, Mean Reward: 1.60, Median Reward: 2.00, Std Reward: 133.10
Episode: 219, step: 9, Pop: 7/5, Epsilon: 0.39, Mean Loss: 0.40, Median Loss: 0.40, Std Loss: 0.40, Mean Reward: 3.28, Median Reward: 2.00, Std Reward: 298.30
Episode: 220, step: 9, Pop: 5/5, Epsilon: 0.39, Mean Loss: 0.45, Median Loss: 0.45, Std Loss: 0.45, Mean Reward: 0.85, Median Reward: 2.00, Std Reward: 50.00
Episode: 221, step: 9, Pop: 7/5, Epsilon: 0.39, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: 0.30, Median Reward: 2.00, Std Reward: 25.40
Episode: 222, step: 9, Pop: 9/5, Epsilon: 0.39, Mean Loss: 0.72, Median Loss: 0.72, Std Loss: 0.72, Mean Reward: 0.97, Median Reward: 2.00, Std Reward: 92.80
Episode: 223, step: 9, Pop: 8/5, Epsilon: 0.39, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: 1.11, Median Reward: 2.00, Std Reward: 93.40
Episode: 224, step: 9, Pop: 8/5, Epsilon: 0.38, Mean Loss: 1.16, Median Loss: 1.16, Std Loss: 1.16, Mean Reward: 0.87, Median Reward: 2.00, Std Reward: 79.00
Episode: 225, step: 9, Pop: 9/5, Epsilon: 0.38, Mean Loss: 0.54, Median Loss: 0.54, Std Loss: 0.54, Mean Reward: 0.40, Median Reward: 0.00, Std Reward: 38.80
Episode: 226, step: 9, Pop: 8/5, Epsilon: 0.38, Mean Loss: 0.47, Median Loss: 0.47, Std Loss: 0.47, Mean Reward: 0.48, Median Reward: 2.00, Std Reward: 43.60
Episode: 227, step: 9, Pop: 4/5, Epsilon: 0.38, Mean Loss: 0.96, Median Loss: 0.96, Std Loss: 0.96, Mean Reward: 1.56, Median Reward: 2.00, Std Reward: 98.40
Episode: 228, step: 9, Pop: 7/5, Epsilon: 0.38, Mean Loss: 0.82, Median Loss: 0.82, Std Loss: 0.82, Mean Reward: 1.60, Median Reward: 2.00, Std Reward: 132.60
Episode: 229, step: 9, Pop: 8/5, Epsilon: 0.38, Mean Loss: 0.70, Median Loss: 0.70, Std Loss: 0.70, Mean Reward: 1.09, Median Reward: 2.00, Std Reward: 104.00
Episode: 230, step: 9, Pop: 4/5, Epsilon: 0.37, Mean Loss: 0.79, Median Loss: 0.79, Std Loss: 0.79, Mean Reward: 0.08, Median Reward: 2.00, Std Reward: 5.70
Episode: 231, step: 9, Pop: 8/5, Epsilon: 0.37, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: 0.36, Median Reward: 2.00, Std Reward: 32.20
Episode: 232, step: 9, Pop: 7/5, Epsilon: 0.37, Mean Loss: 0.47, Median Loss: 0.47, Std Loss: 0.47, Mean Reward: 2.22, Median Reward: 2.00, Std Reward: 177.50
Episode: 233, step: 9, Pop: 9/5, Epsilon: 0.37, Mean Loss: 0.60, Median Loss: 0.60, Std Loss: 0.60, Mean Reward: 0.04, Median Reward: 2.00, Std Reward: 3.90
Episode: 234, step: 9, Pop: 9/5, Epsilon: 0.37, Mean Loss: 0.33, Median Loss: 0.33, Std Loss: 0.33, Mean Reward: 0.66, Median Reward: 2.00, Std Reward: 62.50
Episode: 235, step: 9, Pop: 8/5, Epsilon: 0.37, Mean Loss: 0.73, Median Loss: 0.73, Std Loss: 0.73, Mean Reward: 1.22, Median Reward: 2.00, Std Reward: 103.90
Episode: 236, step: 9, Pop: 6/5, Epsilon: 0.37, Mean Loss: 0.80, Median Loss: 0.80, Std Loss: 0.80, Mean Reward: 0.29, Median Reward: 2.00, Std Reward: 21.20
Episode: 237, step: 9, Pop: 7/5, Epsilon: 0.36, Mean Loss: 0.79, Median Loss: 0.79, Std Loss: 0.79, Mean Reward: 1.84, Median Reward: 2.00, Std Reward: 145.60
Episode: 238, step: 9, Pop: 8/5, Epsilon: 0.36, Mean Loss: 0.61, Median Loss: 0.61, Std Loss: 0.61, Mean Reward: 1.08, Median Reward: 2.00, Std Reward: 93.60
Episode: 239, step: 9, Pop: 9/5, Epsilon: 0.36, Mean Loss: 0.77, Median Loss: 0.77, Std Loss: 0.77, Mean Reward: 1.24, Median Reward: 2.00, Std Reward: 111.90
Episode: 240, step: 9, Pop: 9/5, Epsilon: 0.36, Mean Loss: 0.54, Median Loss: 0.54, Std Loss: 0.54, Mean Reward: 1.91, Median Reward: 2.00, Std Reward: 177.60
Episode: 241, step: 9, Pop: 5/5, Epsilon: 0.36, Mean Loss: 0.58, Median Loss: 0.58, Std Loss: 0.58, Mean Reward: -2.31, Median Reward: -5.50, Std Reward: -177.50
Episode: 242, step: 9, Pop: 8/5, Epsilon: 0.36, Mean Loss: 0.68, Median Loss: 0.68, Std Loss: 0.68, Mean Reward: 0.63, Median Reward: 0.00, Std Reward: 58.20
Episode: 243, step: 9, Pop: 4/5, Epsilon: 0.35, Mean Loss: 0.67, Median Loss: 0.67, Std Loss: 0.67, Mean Reward: 1.87, Median Reward: 2.00, Std Reward: 108.40
Episode: 244, step: 9, Pop: 8/5, Epsilon: 0.35, Mean Loss: 0.63, Median Loss: 0.63, Std Loss: 0.63, Mean Reward: 1.17, Median Reward: 2.00, Std Reward: 96.70
Episode: 245, step: 9, Pop: 7/5, Epsilon: 0.35, Mean Loss: 0.97, Median Loss: 0.97, Std Loss: 0.97, Mean Reward: -0.28, Median Reward: 2.00, Std Reward: -22.30
Episode: 246, step: 9, Pop: 10/5, Epsilon: 0.35, Mean Loss: 0.57, Median Loss: 0.57, Std Loss: 0.57, Mean Reward: 1.72, Median Reward: 2.00, Std Reward: 172.10
Episode: 247, step: 9, Pop: 6/5, Epsilon: 0.35, Mean Loss: 0.82, Median Loss: 0.82, Std Loss: 0.82, Mean Reward: 2.26, Median Reward: 2.00, Std Reward: 151.70
Episode: 248, step: 9, Pop: 7/5, Epsilon: 0.35, Mean Loss: 0.51, Median Loss: 0.51, Std Loss: 0.51, Mean Reward: -0.40, Median Reward: 0.00, Std Reward: -33.00
Episode: 249, step: 9, Pop: 8/5, Epsilon: 0.35, Mean Loss: 0.51, Median Loss: 0.51, Std Loss: 0.51, Mean Reward: 1.79, Median Reward: 2.00, Std Reward: 161.40
Episode: 250, step: 9, Pop: 6/5, Epsilon: 0.34, Mean Loss: 0.56, Median Loss: 0.56, Std Loss: 0.56, Mean Reward: 0.60, Median Reward: 2.00, Std Reward: 48.90
Episode: 251, step: 9, Pop: 8/5, Epsilon: 0.34, Mean Loss: 0.48, Median Loss: 0.48, Std Loss: 0.48, Mean Reward: 0.13, Median Reward: 0.00, Std Reward: 11.30
Episode: 252, step: 9, Pop: 7/5, Epsilon: 0.34, Mean Loss: 0.85, Median Loss: 0.85, Std Loss: 0.85, Mean Reward: 0.17, Median Reward: 0.00, Std Reward: 14.50
Episode: 253, step: 9, Pop: 8/5, Epsilon: 0.34, Mean Loss: 0.83, Median Loss: 0.83, Std Loss: 0.83, Mean Reward: -0.48, Median Reward: 0.00, Std Reward: -42.80
Episode: 254, step: 9, Pop: 6/5, Epsilon: 0.34, Mean Loss: 0.90, Median Loss: 0.90, Std Loss: 0.90, Mean Reward: 1.55, Median Reward: 2.00, Std Reward: 121.00
Episode: 255, step: 9, Pop: 8/5, Epsilon: 0.34, Mean Loss: 0.75, Median Loss: 0.75, Std Loss: 0.75, Mean Reward: 2.91, Median Reward: 2.00, Std Reward: 267.40
Episode: 256, step: 9, Pop: 7/5, Epsilon: 0.34, Mean Loss: 0.45, Median Loss: 0.45, Std Loss: 0.45, Mean Reward: 2.59, Median Reward: 4.00, Std Reward: 183.80
Episode: 257, step: 9, Pop: 9/5, Epsilon: 0.33, Mean Loss: 0.85, Median Loss: 0.85, Std Loss: 0.85, Mean Reward: 3.65, Median Reward: 2.00, Std Reward: 328.70
Episode: 258, step: 9, Pop: 7/5, Epsilon: 0.33, Mean Loss: 0.84, Median Loss: 0.84, Std Loss: 0.84, Mean Reward: 1.65, Median Reward: 2.00, Std Reward: 136.80
Episode: 259, step: 9, Pop: 6/5, Epsilon: 0.33, Mean Loss: 0.56, Median Loss: 0.56, Std Loss: 0.56, Mean Reward: -0.14, Median Reward: 0.00, Std Reward: -10.70
Episode: 260, step: 9, Pop: 6/5, Epsilon: 0.33, Mean Loss: 0.95, Median Loss: 0.95, Std Loss: 0.95, Mean Reward: 1.82, Median Reward: 2.00, Std Reward: 138.50
Episode: 261, step: 9, Pop: 10/5, Epsilon: 0.33, Mean Loss: 0.52, Median Loss: 0.52, Std Loss: 0.52, Mean Reward: 2.66, Median Reward: 2.00, Std Reward: 266.40
Episode: 262, step: 9, Pop: 6/5, Epsilon: 0.33, Mean Loss: 1.25, Median Loss: 1.25, Std Loss: 1.25, Mean Reward: -0.34, Median Reward: 0.00, Std Reward: -25.00
Episode: 263, step: 9, Pop: 3/5, Epsilon: 0.33, Mean Loss: 0.51, Median Loss: 0.51, Std Loss: 0.51, Mean Reward: 0.75, Median Reward: 2.00, Std Reward: 39.00
Episode: 264, step: 9, Pop: 8/5, Epsilon: 0.32, Mean Loss: 0.89, Median Loss: 0.89, Std Loss: 0.89, Mean Reward: 2.60, Median Reward: 2.00, Std Reward: 231.20
Episode: 265, step: 9, Pop: 6/5, Epsilon: 0.32, Mean Loss: 0.76, Median Loss: 0.76, Std Loss: 0.76, Mean Reward: 2.44, Median Reward: 2.00, Std Reward: 175.50
Episode: 266, step: 9, Pop: 7/5, Epsilon: 0.32, Mean Loss: 0.70, Median Loss: 0.70, Std Loss: 0.70, Mean Reward: 3.24, Median Reward: 2.00, Std Reward: 256.00
Episode: 267, step: 9, Pop: 8/5, Epsilon: 0.32, Mean Loss: 0.69, Median Loss: 0.69, Std Loss: 0.69, Mean Reward: 0.69, Median Reward: 0.00, Std Reward: 56.90
Episode: 268, step: 9, Pop: 7/5, Epsilon: 0.32, Mean Loss: 0.90, Median Loss: 0.90, Std Loss: 0.90, Mean Reward: -0.96, Median Reward: 2.00, Std Reward: -76.00
Episode: 269, step: 9, Pop: 5/5, Epsilon: 0.32, Mean Loss: 0.61, Median Loss: 0.61, Std Loss: 0.61, Mean Reward: 0.44, Median Reward: 2.00, Std Reward: 27.00
Episode: 270, step: 9, Pop: 9/5, Epsilon: 0.32, Mean Loss: 0.87, Median Loss: 0.87, Std Loss: 0.87, Mean Reward: 1.25, Median Reward: 2.00, Std Reward: 118.80
Episode: 271, step: 9, Pop: 5/5, Epsilon: 0.31, Mean Loss: 0.62, Median Loss: 0.62, Std Loss: 0.62, Mean Reward: 2.50, Median Reward: 2.00, Std Reward: 182.40
Episode: 272, step: 9, Pop: 9/5, Epsilon: 0.31, Mean Loss: 0.70, Median Loss: 0.70, Std Loss: 0.70, Mean Reward: -0.19, Median Reward: 2.00, Std Reward: -18.20
Episode: 273, step: 9, Pop: 5/5, Epsilon: 0.31, Mean Loss: 0.61, Median Loss: 0.61, Std Loss: 0.61, Mean Reward: 1.15, Median Reward: 2.00, Std Reward: 86.50
Episode: 274, step: 9, Pop: 9/5, Epsilon: 0.31, Mean Loss: 0.77, Median Loss: 0.77, Std Loss: 0.77, Mean Reward: 0.42, Median Reward: 2.00, Std Reward: 42.00
Episode: 275, step: 9, Pop: 8/5, Epsilon: 0.31, Mean Loss: 0.96, Median Loss: 0.96, Std Loss: 0.96, Mean Reward: 2.25, Median Reward: 2.00, Std Reward: 204.90
Episode: 276, step: 9, Pop: 7/5, Epsilon: 0.31, Mean Loss: 0.77, Median Loss: 0.77, Std Loss: 0.77, Mean Reward: 0.32, Median Reward: 2.00, Std Reward: 23.00
Episode: 277, step: 9, Pop: 8/5, Epsilon: 0.31, Mean Loss: 0.85, Median Loss: 0.85, Std Loss: 0.85, Mean Reward: 3.73, Median Reward: 4.00, Std Reward: 321.10
